Filename	Total Sequences	Total Length	Total Bases	GC Content (%)	AT Content (%)	N50	N75	N90	Median Length	Mean Length	Longest Sequence	Shortest Sequence	Ambiguous Bases (%)	Sequences with Ns	Max N-run	Homopolymers	Max Homopolymer	Duplicate Sequences	Short Sequences (<100 bp)	Long Sequences (>1M bp)	File Size (MB)	Warnings	E. coli Status	Best Species	ANI (%)	E. coli / Shigella Confirmed	Contamination Suspected
GCA_964206265.1.fna	146	4889974	4889974	50.62	49.38	96566	57514	24791	9935.5	33493	246816	254	0.00	0	0	20629	10	0	0	0	4.74	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.48	Yes	No
GCA_966502205.1.fna	87	5064064	5064064	50.75	49.25	217772	124147	54498	8984	58208	623328	519	0.00	0	0	21596	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.8	Yes	No
GCA_009824425.1.fna	131	4856387	4856387	50.78	49.22	137955	95180	38008	1702	37072	665935	206	0.00	0	0	20293	9	0	0	0	4.70	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_050113075.1.fna	8	5133047	5133047	50.74	49.26	4891485	4891485	4891485	4198.5	641631	4891485	748	0.00	0	0	21557	12	0	0	1	4.96	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_966573385.1.fna	212	5211297	5211297	50.72	49.28	94905	54792	17675	2986.0	24582	290979	509	0.00	0	0	22659	16	0	0	0	5.06	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_022488205.1.fna	1	4641599	4641599	50.79	49.21	4641599	4641599	4641599	4641599	4641599	4641599	4641599	0.00	0	0	19245	10	0	0	1	4.48	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.99	Yes	No
GCA_964006475.1.fna	121	5166343	5166343	50.60	49.40	158933	103674	34736	8044	42697	389133	230	0.00	0	0	22224	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_050113135.1.fna	6	5175508	5175508	50.71	49.29	4835724	4835724	4835724	66861.0	862585	4835724	6200	0.00	0	0	22212	10	0	0	1	5.00	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_040418105.1.fna	258	5032918	5032918	50.73	49.27	58101	30485	11154	5348.5	19507	189384	209	0.00	0	0	21490	9	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.54	Yes	No
GCA_011317975.1.fna	160	4778956	4778956	50.89	49.11	197175	106448	41509	904.0	29868	499848	201	0.00	0	0	19752	10	0	0	0	4.63	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.52	Yes	No
GCA_037047925.1.fna	230	5159952	5159952	50.73	49.27	117473	68187	20487	1762.5	22435	260635	205	0.00	0	0	22091	10	0	0	0	5.01	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.85	Yes	No
GCA_040419205.1.fna	195	5043279	5043279	50.70	49.30	94329	43418	18036	5097	25863	227327	221	0.00	0	0	21278	9	0	0	0	4.89	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_040417095.1.fna	246	4939295	4939295	50.80	49.20	66646	33098	11003	4704.0	20078	209642	226	0.00	0	0	20615	12	0	0	0	4.79	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_040415445.1.fna	299	5027788	5027788	50.73	49.27	42170	20506	9591	6685	16815	194463	208	0.00	0	0	21080	10	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_964006505.1.fna	96	5047947	5047947	50.74	49.26	190971	109235	34555	10372.5	52583	391239	313	0.00	0	0	21469	10	0	0	0	4.89	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.8	Yes	No
GCA_964007055.1.fna	154	5314563	5314563	50.61	49.39	173684	85382	30715	2787.5	34510	365909	228	0.00	0	0	22749	10	0	0	0	5.15	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_009824215.1.fna	121	4519544	4519544	50.85	49.15	101803	61214	31065	11722	37352	199513	218	0.00	0	0	18642	10	0	0	0	4.38	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_040416005.1.fna	162	5038196	5038196	50.68	49.32	105884	52113	31136	4059.5	31100	281991	226	0.00	0	0	21291	9	0	0	0	4.88	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_011763075.1.fna	156	4700115	4700115	50.77	49.23	90929	44695	26447	4808.5	30129	242372	229	0.00	0	0	19668	11	0	0	0	4.56	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.55	Yes	No
GCA_037047155.1.fna	238	5310713	5310713	50.51	49.49	110251	41253	18475	2720.5	22314	291190	205	0.00	0	0	23245	12	0	0	0	5.15	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_964205875.1.fna	117	4775540	4775540	50.79	49.21	101283	55554	32120	16688	40817	255187	299	0.00	0	0	19946	11	0	0	0	4.63	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_964205715.1.fna	93	5174052	5174052	50.60	49.40	206849	119417	43996	10167	55635	389138	263	0.00	0	0	22254	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_964006265.1.fna	166	5309796	5309796	50.61	49.39	165543	75759	27327	3441.5	31987	611128	233	0.00	0	0	22983	10	0	0	0	5.15	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.73	Yes	No
GCA_040416955.1.fna	154	5052450	5052450	50.69	49.31	147693	59735	31136	2891.5	32808	361323	218	0.00	0	0	21345	12	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_040418825.1.fna	260	5065820	5065820	50.59	49.41	56487	25610	10999	6483.5	19484	202757	226	0.00	0	0	21460	10	0	0	0	4.92	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_050113015.1.fna	9	5170585	5170585	50.70	49.30	4891497	4891497	4891497	16667	574509	4891497	558	0.00	0	0	21902	12	0	0	1	4.99	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_040418565.1.fna	221	5024845	5024845	50.67	49.33	61556	30836	14306	6879	22737	222944	208	0.00	0	0	21142	10	0	0	0	4.87	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_050113195.1.fna	10	5193595	5193595	50.64	49.36	4909618	4909618	4909618	18347.0	519360	4909618	2101	0.00	0	0	21959	17	0	0	1	5.02	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_964006965.1.fna	98	5370905	5370905	50.59	49.41	173573	95362	47702	10462.5	54805	712189	309	0.00	0	0	23101	11	0	0	0	5.20	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040415915.1.fna	235	4977366	4977366	50.72	49.28	83699	43418	17483	2955	21180	358695	207	0.00	0	0	20969	12	0	0	0	4.83	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_964007355.1.fna	110	5169030	5169030	50.60	49.40	178338	111184	41540	7073.5	46991	389139	230	0.00	0	0	22230	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Shigella Flexneri	96.73	Yes	No
GCA_966652735.1.fna	69	4760149	4760149	50.60	49.40	148156	95180	58401	26582	68988	511190	527	0.00	0	0	20069	10	0	0	0	4.61	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.55	Yes	No
GCA_040417905.1.fna	272	5040267	5040267	50.69	49.31	42060	24898	13679	6279.0	18530	147076	208	0.00	0	0	21234	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.41	Yes	No
GCA_040417385.1.fna	212	5058666	5058666	50.67	49.33	93410	40579	18150	3941.0	23862	318355	209	0.00	0	0	21686	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_964205455.1.fna	178	5208825	5208825	50.59	49.41	225457	91858	26109	2028.0	29263	582843	243	0.00	0	0	22441	10	0	0	0	5.05	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.85	Yes	No
GCA_040417625.1.fna	254	5034940	5034940	50.72	49.28	49124	29763	13654	6732.5	19823	160537	219	0.00	0	0	21157	10	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_040416435.1.fna	166	5057400	5057400	50.63	49.37	94653	44638	26535	6527.0	30466	279227	216	0.00	0	0	21421	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_040417525.1.fna	217	5044569	5044569	50.64	49.36	72914	39967	16534	5465	23247	226022	208	0.00	0	0	21318	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_040419045.1.fna	157	5045184	5045184	50.69	49.31	110334	57769	27940	3831	32135	358695	226	0.00	0	0	21299	12	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_040416885.1.fna	296	5032944	5032944	50.62	49.38	58996	31136	11472	2913.0	17003	222697	202	0.00	0	0	21184	59	0	0	0	4.89	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_040415585.1.fna	220	5046793	5046793	50.64	49.36	63630	31145	15014	6126.5	22940	228344	208	0.00	0	0	21340	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_964205825.1.fna	92	5173875	5173875	50.60	49.40	203380	120746	43748	10198.5	56238	389143	297	0.00	0	0	22259	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_037049145.1.fna	198	5105196	5105196	50.72	49.28	110620	56015	20487	2560.5	25784	307707	202	0.00	0	0	21748	10	0	0	0	4.95	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_964007025.1.fna	99	5265170	5265170	50.58	49.42	228236	136363	65912	5064	53184	709728	266	0.00	0	0	22605	10	0	0	0	5.10	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_022488345.1.fna	1	4641178	4641178	50.79	49.21	4641178	4641178	4641178	4641178	4641178	4641178	4641178	0.00	0	0	19256	10	0	0	1	4.48	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.99	Yes	No
GCA_966570365.1.fna	221	5209574	5209574	50.72	49.28	94893	54684	19246	2528	23573	208708	505	0.00	0	0	22668	16	0	0	0	5.06	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_966562275.1.fna	152	5046523	5046523	50.64	49.36	90795	46257	18704	11964.5	33201	238181	516	0.00	0	0	21612	10	0	0	0	4.89	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_964006555.1.fna	147	5164255	5164255	50.67	49.33	154594	107558	26608	4113	35131	355451	211	0.00	0	0	21912	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_040415655.1.fna	217	4988242	4988242	50.72	49.28	89003	52113	18499	3184	22987	276303	202	0.00	0	0	21014	12	0	0	0	4.84	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_040416495.1.fna	243	5055696	5055696	50.65	49.35	53549	31119	14964	5547	20805	269033	208	0.00	0	0	21362	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_907163365.1.fna	262	4903977	4903977	50.87	49.13	89733	48565	28964	504.5	18717	263342	112	0.00	0	0	20518	10	0	0	0	4.77	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_966562775.1.fna	338	5273959	5273959	50.74	49.26	95119	54721	16985	883.0	15603	282122	500	0.00	0	0	22932	16	0	0	0	5.14	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.53	Yes	No
GCA_040415815.1.fna	267	4946469	4946469	50.78	49.22	63693	32164	10561	4324	18526	183284	207	0.00	0	0	20722	9	0	0	0	4.80	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_040418545.1.fna	226	5073393	5073393	50.63	49.37	61159	35799	18501	5255.0	22449	269336	201	0.00	0	0	21537	10	0	0	0	4.92	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_049380025.1.fna	107	5209738	5209738	50.45	49.55	210167	108879	41609	5552	48689	537917	1002	0.00	0	0	22907	10	0	0	0	5.04	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.39	Yes	No
GCA_964006105.1.fna	103	5249461	5249461	50.55	49.45	190889	103452	30018	13801	50966	377861	285	0.00	0	0	22458	10	0	0	0	5.08	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.71	Yes	No
GCA_009900075.1.fna	132	4909482	4909482	50.79	49.21	138257	79258	38874	1337.0	37193	453375	205	0.00	0	0	20510	9	0	0	0	4.75	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.37	Yes	No
GCA_964206025.1.fna	89	5190166	5190166	50.60	49.40	206850	124126	56684	9336	58316	411392	293	0.00	0	0	22357	10	0	0	0	5.02	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_907163805.1.fna	146	5148998	5148998	50.76	49.24	222782	124838	52723	1020.5	35267	622978	112	0.00	0	0	21958	10	0	0	0	4.99	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.75	Yes	No
GCA_907163625.1.fna	165	5213250	5213250	50.74	49.26	172022	111661	38700	706	31595	622765	112	0.00	0	0	22325	10	0	0	0	5.05	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.82	Yes	No
GCA_009825065.1.fna	2207	6654516	6654516	52.00	48.00	87300	8157	694	588	3015	468014	209	0.00	0	0	26487	13	0	0	0	6.66	4	GC:Atypical,Size:Atypical	Escherichia Coli K12	99.44	Yes	No
GCA_964006355.1.fna	84	5168908	5168908	50.60	49.40	190971	116950	56375	10676.5	61535	389138	326	0.00	0	0	22253	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_040417925.1.fna	306	5022439	5022439	50.74	49.26	40460	22649	9710	5848.5	16413	127700	202	0.00	0	0	21032	10	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.41	Yes	No
GCA_907164245.1.fna	157	5055383	5055383	50.75	49.25	209851	124115	46198	515	32200	622988	112	0.00	0	0	21470	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_964206375.1.fna	138	5166587	5166587	50.67	49.33	180816	109261	22280	4384.0	37439	437787	211	0.00	0	0	21916	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_009793715.1.fna	151	4979234	4979234	50.68	49.32	186024	88409	41741	1221	32975	354968	219	0.00	0	0	20845	10	0	0	0	4.82	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_964007285.1.fna	94	5170483	5170483	50.60	49.40	191839	107091	46842	10392.0	55005	389135	267	0.00	0	0	22242	10	0	0	0	5.01	0	GC:Normal,Size:Normal	Shigella Flexneri	96.76	Yes	No
GCA_966555405.1.fna	186	5165058	5165058	50.75	49.25	243760	131472	34401	526.5	27769	492404	128	0.00	0	0	22333	128	0	0	0	5.01	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.76	Yes	No
GCA_040416375.1.fna	216	5035188	5035188	50.71	49.29	87179	41423	13826	4447.0	23311	272494	221	0.00	0	0	21221	127	0	0	0	4.88	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_030024825.1.fna	204	4676559	4676559	50.92	49.08	124632	55079	30687	964.5	22924	459656	202	0.00	2	70	19381	23	0	0	0	4.53	3	GC:Normal,Size:Normal	Escherichia Coli K12	99.56	Yes	No
GCA_009824615.1.fna	540	5273025	5273025	50.50	49.50	105398	48937	4126	1071.5	9765	416642	207	0.00	1	1	22528	10	0	0	0	5.15	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_966576395.1.fna	316	5591535	5591535	50.38	49.62	85887	34030	10862	2231.5	17695	205692	502	0.00	0	0	24458	12	0	0	0	5.44	3	GC:Normal,Size:Atypical	Escherichia Coli K12	99.46	Yes	No
GCA_037049325.1.fna	275	4878542	4878542	50.81	49.19	70083	39228	16853	1528	17740	211959	201	0.00	0	0	20555	11	0	0	0	4.74	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_964007265.1.fna	100	4746996	4746996	50.73	49.27	125776	76928	33972	16146.5	47470	263496	356	0.00	0	0	19932	12	0	0	0	4.60	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_907163915.1.fna	179	5287108	5287108	50.70	49.30	225267	124012	33152	596	29537	711464	112	0.00	0	0	22571	10	0	0	0	5.13	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_964205745.1.fna	103	5193195	5193195	50.53	49.47	239476	94203	31661	11977	50419	463697	404	0.00	0	0	22333	11	0	0	0	5.03	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.84	Yes	No
GCA_966572575.1.fna	620	5347564	5347564	50.60	49.40	125353	41011	10737	664.0	8625	288862	500	0.00	0	0	23050	10	0	0	0	5.25	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.5	Yes	No
GCA_040417455.1.fna	259	5087683	5087683	50.63	49.37	53549	29117	12567	5866	19644	189279	226	0.00	0	0	21494	10	0	0	0	4.94	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_040418505.1.fna	275	5032414	5032414	50.67	49.33	51762	27453	11850	5219	18300	203188	208	0.00	0	0	21182	10	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_040416135.1.fna	197	5054892	5054892	50.68	49.32	103217	41423	20191	4203	25659	369840	209	0.00	0	0	21662	11	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.52	Yes	No
GCA_050113175.1.fna	12	5292591	5292591	50.57	49.43	4682528	4682528	228307	20763.0	441049	4682528	3516	0.00	0	0	22803	10	0	0	1	5.11	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_907163825.1.fna	147	5149936	5149936	50.76	49.24	217740	153660	53582	813	35034	622985	112	0.00	0	0	21955	10	0	0	0	4.99	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.85	Yes	No
GCA_037049045.1.fna	303	5368490	5368490	50.63	49.37	110753	55641	13925	1246	17718	252105	203	0.00	0	0	23142	10	0	0	0	5.22	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.74	Yes	No
GCA_964007175.1.fna	89	5053179	5053179	50.75	49.25	190971	123785	35232	11265	56777	393211	293	0.00	0	0	21486	10	0	0	0	4.89	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.8	Yes	No
GCA_040417865.1.fna	255	5030618	5030618	50.73	49.27	61357	29632	11588	5320	19728	172835	218	0.00	0	0	21176	12	0	0	0	4.88	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_964007445.1.fna	157	5283258	5283258	50.62	49.38	172016	89929	19845	4780	33651	368100	278	0.00	0	0	22661	10	0	0	0	5.12	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.7	Yes	No
GCA_037047245.1.fna	293	5284994	5284994	50.76	49.24	107471	55111	14614	1417	18038	273951	202	0.00	0	0	22708	10	0	0	0	5.13	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040419145.1.fna	217	4951157	4951157	50.75	49.25	81719	35964	14136	4666	22816	327182	226	0.00	0	0	20819	11	0	0	0	4.80	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.35	Yes	No
GCA_009823885.1.fna	110	4642120	4642120	50.76	49.24	133408	81303	40558	3095.5	42201	312467	255	0.00	0	0	19405	15	0	0	0	4.49	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.63	Yes	No
GCA_966516095.1.fna	103	4747246	4747246	50.79	49.21	147725	85407	33717	10056	46090	565436	528	0.00	0	0	19668	12	0	0	0	4.60	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.28	Yes	No
GCA_050112935.1.fna	13	5155252	5155252	50.72	49.28	934963	625023	205284	172507	396558	1654970	6200	0.00	0	0	22103	10	0	0	1	4.98	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_050112895.1.fna	13	5212812	5212812	50.62	49.38	4910842	4910842	4910842	12378	400986	4910842	410	0.00	0	0	22167	10	0	0	1	5.03	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_040416815.1.fna	245	4867994	4867994	50.68	49.32	43671	28537	14423	7444	19869	143424	226	0.00	0	0	20330	10	0	0	0	4.72	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_964206415.1.fna	155	5119835	5119835	50.67	49.33	126051	74810	29800	4634	33031	307840	234	0.00	0	0	21999	10	0	0	0	4.96	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.8	Yes	No
GCA_040416595.1.fna	241	5048439	5048439	50.69	49.31	52304	28775	14639	7717	20948	151654	208	0.00	0	0	21282	127	0	0	0	4.90	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_040418625.1.fna	318	4995062	4995062	50.72	49.28	39220	21523	9035	6231.0	15708	129586	216	0.00	0	0	21000	10	0	0	0	4.85	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.36	Yes	No
GCA_040417305.1.fna	233	5039814	5039814	50.66	49.34	55856	31145	16534	5465	21630	195163	208	0.00	0	0	21252	10	0	0	0	4.89	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.47	Yes	No
GCA_907164375.1.fna	162	5193590	5193590	50.76	49.24	191839	153660	53582	689.5	32059	622964	112	0.00	0	0	22146	10	0	0	0	5.03	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.81	Yes	No
GCA_040418965.1.fna	200	5057965	5057965	50.63	49.37	84699	39782	18504	5376.0	25290	226248	208	0.00	0	0	21424	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_011317875.1.fna	151	4782945	4782945	50.89	49.11	291116	88076	39351	1106	31675	475761	200	0.00	0	0	19765	10	0	0	0	4.63	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.49	Yes	No
GCA_964206565.1.fna	148	5162148	5162148	50.56	49.44	180780	72161	21347	4209.0	34879	402196	285	0.00	0	0	22104	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.78	Yes	No
GCA_009901185.1.fna	124	4871864	4871864	50.86	49.14	210717	95112	41583	1261.5	39289	547912	234	0.00	0	0	20351	9	0	0	0	4.72	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.33	Yes	No
GCA_037047525.1.fna	263	5192561	5192561	50.72	49.28	114982	62762	20217	1262	19744	346710	203	0.00	0	0	22445	10	0	0	0	5.04	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.73	Yes	No
GCA_040416525.1.fna	208	4872882	4872882	50.66	49.34	54859	32616	18563	8017.5	23427	285461	226	0.00	0	0	20384	10	0	0	0	4.72	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_040418915.1.fna	215	5057235	5057235	50.63	49.37	69330	35855	17288	5913	23522	204268	202	0.00	0	0	21406	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.42	Yes	No
GCA_025536495.1.fna	153	4693095	4693095	50.67	49.29	106394	46052	31480	3085	30674	362168	208	0.04	12	100	19681	31	0	0	0	4.55	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.28	Yes	No
GCA_964205595.1.fna	98	5170891	5170891	50.60	49.40	166206	109231	43748	9748.5	52764	309416	266	0.00	0	0	22252	10	0	0	0	5.00	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_040417645.1.fna	278	5024345	5024345	50.75	49.25	46646	25269	9893	5886.5	18073	203514	225	0.00	0	0	21106	9	0	0	0	4.88	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.38	Yes	No
GCA_040417055.1.fna	312	5078209	5078209	50.77	49.23	40217	20450	9546	5955.0	16276	175181	208	0.00	0	0	21318	10	0	0	0	4.93	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.45	Yes	No
GCA_009900625.1.fna	113	4752528	4752528	50.86	49.14	227174	119486	62615	884	42058	626710	205	0.00	0	0	19767	10	0	0	0	4.60	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.57	Yes	No
GCA_040418025.1.fna	260	4887106	4887106	50.82	49.18	59277	27678	11692	5014.5	18797	153129	218	0.00	0	0	20443	127	0	0	0	4.74	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.43	Yes	No
GCA_964206105.1.fna	347	4831753	4831753	50.74	49.26	37318	18346	8207	5693	13924	113517	200	0.00	0	0	20363	11	0	0	0	4.71	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.48	Yes	No
GCA_018972265.1.fna	4	5337095	5337095	50.71	49.29	5181038	5181038	5181038	75986.5	1334274	5181038	4084	0.00	0	0	22882	10	0	0	1	5.15	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.77	Yes	No
GCA_972176395.1.fna	100	4988814	4988814	50.70	49.30	244181	137712	34906	7820.0	49888	452474	504	0.00	0	0	21158	127	0	0	0	4.83	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.71	Yes	No
GCA_964205485.1.fna	114	5295069	5295069	50.58	49.42	170603	86907	34636	8301.0	46448	363294	293	0.00	0	0	22741	10	0	0	0	5.13	0	GC:Normal,Size:Normal	Escherichia Coli K12	96.79	Yes	No
GCA_040416395.1.fna	402	4902111	4902111	50.83	49.17	27509	14464	6968	5581.0	12194	95583	208	0.00	0	0	20299	10	0	0	0	4.77	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_040417825.1.fna	172	5063471	5063471	50.63	49.37	83692	43497	25725	7075.5	29439	269033	208	0.00	0	0	21457	10	0	0	0	4.90	0	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_964007295.1.fna	342	4942211	4942211	50.67	49.33	61396	40332	16302	842.0	14451	255101	260	0.00	0	0	20905	11	0	0	0	4.81	2	GC:Normal,Size:Normal	Escherichia Coli K12	99.46	Yes	No
GCA_040418725.1.fna	234	5051434	5051434	50.67	49.33	55497	31900	14464	6763.0	21587	269033	208	0.00	0	0	21352	10	0	0	0	4.90	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.4	Yes	No
GCA_018972225.1.fna	4	5212963	5212963	50.75	49.25	5099831	5099831	5099831	55746.0	1303241	5099831	1640	0.00	0	0	22202	10	0	0	1	5.03	1	GC:Normal,Size:Normal	Escherichia Coli K12	96.71	Yes	No
GCA_037047365.1.fna	427	5356699	5356699	50.70	49.30	70084	31270	10780	1219	12545	171684	202	0.00	0	0	23078	10	0	0	0	5.22	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.44	Yes	No
GCA_009901165.1.fna	284	4830382	4830382	50.88	49.12	129948	59034	31145	648.5	17008	463303	225	0.00	0	0	19984	10	0	0	0	4.69	1	GC:Normal,Size:Normal	Escherichia Coli K12	99.54	Yes	No
